NUMH;AENC;TENC;TERH;MUNI;SEXO;LNAC;EDAD;NACI;LEST;ENRE;FOCU;SJUB;SILH;EMPTP;JRED;BUSQ;RBUSQ;JORB;GBUSQ;FBUSQ;MSBUSQ1;DISP;PRA1;PRA2;PROF;RACT;SPRO;SECT;CONTR;HTRA;PARE;ELEV
23;2023;3;20;9;6;1;04;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;210,94720
23;2023;3;20;9;1;1;05;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;198,27480
24;2023;3;48;9;6;2;16;1;:;N;N;4;1;;;N;;;;;;;4;04;7;02;4;2;;;1;192,95910
25;2023;3;48;9;6;2;18;1;:;N;N;4;4;;;N;;;;;;;4;07;5;10;5;;;;1;180,31320
26;2023;3;01;9;6;1;18;1;:;N;N;4;4;;;N;;;;;;;4;07;;;;;;;1;12,61220
27;2023;3;20;3;6;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;156,97590
27;2023;3;20;3;1;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;2;1;40;1;177,31320
27;2023;3;20;3;6;1;08;1;:;N;N;4;1;1;4;N;;;;;;;1;02;4;02;4;2;1;0;2;152,72180
27;2023;3;20;3;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;135,39580
28;2023;3;01;9;1;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;9;10;4;2;1;40;1;28,20140
28;2023;3;01;9;6;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;02;4;2;1;40;2;22,94640
29;2023;3;20;9;6;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;9;08;4;2;;;2;110,42880
29;2023;3;20;9;1;1;14;1;:;N;N;2;2;;;N;;;;;;;4;07;7;02;3;;;;1;107,63210
30;2023;3;48;9;6;2;14;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;2;181,21020
30;2023;3;48;9;1;2;14;1;:;N;N;2;1;;;N;;;;;;;4;04;8;02;4;2;;;1;176,62590
31;2023;3;48;9;6;2;14;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;180,70220
32;2023;3;01;9;6;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;1;40;2;64,85460
32;2023;3;01;9;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;1;02;4;2;1;40;1;68,88870
33;2023;3;01;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;55,03580
33;2023;3;01;9;6;2;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;5;09;4;1;1;37;1;58,50140
33;2023;3;01;9;1;2;04;1;:;S;N;4;1;;;N;;;;;;;4;04;;;;;;;3;55,36900
33;2023;3;01;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;59,19800
34;2023;3;48;9;1;2;18;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;184,15440
35;2023;3;01;2;6;2;16;1;:;N;N;2;1;;;N;;;;;;;4;04;4;09;4;1;;;1;147,97640
36;2023;3;48;1;1;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;5;03;4;1;;;1;167,85750
36;2023;3;48;1;6;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;4;02;4;2;;;2;172,21420
37;2023;3;48;1;6;3;09;2;:;N;N;4;1;;;N;;;;;;;4;07;9;10;4;2;;;4;390,97330
37;2023;3;48;1;1;3;12;1;:;N;N;4;1;;;S;6;2;S;08;99;S;2;06;7;03;4;2;;;1;226,70280
37;2023;3;48;1;1;3;06;1;:;S;N;4;1;2;4;N;;;;;;;1;02;5;04;4;2;5;0;4;326,81110
38;2023;3;48;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;254,17490
38;2023;3;48;9;6;1;08;1;:;N;N;4;1;1;4;N;;;;;;;1;02;4;09;4;2;1;0;2;272,99240
38;2023;3;48;9;1;2;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;04;4;2;1;40;1;291,97800
38;2023;3;48;9;6;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;233,66690
39;2023;3;01;2;1;1;05;1;:;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;142,01850
39;2023;3;01;2;6;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;09;4;1;1;35;1;158,00180
40;2023;3;48;1;1;1;08;1;:;N;N;4;2;1;4;N;;;;;;;1;02;3;04;4;2;1;0;1;229,34390
41;2023;3;01;2;6;3;06;2;:;N;N;4;1;2;2;S;3;2;S;03;11;S;1;02;9;08;4;2;5;20;3;375,02240
41;2023;3;01;2;6;3;08;1;:;S;N;4;1;2;2;S;4;2;S;03;9;S;1;03;9;08;4;2;5;10;4;185,88570
41;2023;3;01;2;6;3;12;2;:;N;N;4;1;1;2;N;;;;;;;1;02;9;08;4;2;1;40;1;275,42080
41;2023;3;01;2;1;3;12;2;:;N;N;4;1;1;2;N;;;;;;;1;02;9;08;4;2;1;40;2;288,88660
41;2023;3;01;2;6;1;01;2;:;N;;;;;;;;;;;;;;;;;;;;;4;265,30950
41;2023;3;01;2;1;3;06;2;:;N;N;4;1;;;S;6;2;S;04;33;S;2;05;4;04;4;2;;;4;500,97940
42;2023;3;48;1;1;1;03;1;:;S;N;4;2;;;N;;;;;;;;;;;;;;;3;232,63510
42;2023;3;48;1;1;1;11;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;1;5;0;1;247,99040
42;2023;3;48;1;6;1;04;1;:;S;N;4;2;;;N;;;;;;;4;04;2;09;2;;;;3;233,63600
42;2023;3;48;1;6;1;11;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;09;3;;;0;2;220,62330
43;2023;3;01;2;6;2;18;1;:;N;S;4;2;;;N;;;;;;;4;07;;;;;;;1;152,63410
44;2023;3;20;3;6;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;1;40;1;125,11460
45;2023;3;20;9;6;2;16;1;:;N;N;4;4;;;N;;;;;;;4;07;;;;;;;2;120,53640
45;2023;3;20;9;1;2;17;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;117,48360
46;2023;3;20;9;1;2;12;1;:;N;N;4;1;;;N;;;;;;;4;04;8;04;4;2;;;1;163,47940
46;2023;3;20;9;6;1;06;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;08;4;2;1;40;3;208,90700
46;2023;3;20;9;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;9;08;4;2;1;40;2;154,02740
46;2023;3;20;9;1;2;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;04;4;2;2;40;1;164,33370
46;2023;3;20;9;6;1;06;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;08;4;2;1;40;3;207,82100
46;2023;3;20;9;6;1;11;1;:;N;N;4;1;1;3;N;;;;;;;1;02;9;08;4;2;1;0;2;153,22670
47;2023;3;01;2;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;02;3;;;40;1;183,85300
47;2023;3;01;2;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;1;10;2;;;40;2;176,34690
48;2023;3;20;9;6;1;16;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;1;130,29670
49;2023;3;48;9;1;2;16;1;:;N;N;2;2;;;N;;;;;;;4;07;7;03;2;;;;1;168,58080
49;2023;3;48;9;6;2;16;1;:;N;N;4;2;;;N;;;;;;;4;07;9;10;2;;;;2;172,95620
50;2023;3;01;2;1;3;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;02;4;2;1;40;1;211,94500
51;2023;3;01;2;6;1;04;1;:;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;223,17840
51;2023;3;01;2;1;1;10;1;:;N;N;3;1;;;N;;;;;;;4;04;8;04;4;1;;;1;230,12670
51;2023;3;01;2;6;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;09;4;2;1;40;2;196,79040
51;2023;3;01;2;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;202,40820
52;2023;3;48;9;6;1;13;1;:;N;N;4;1;1;4;N;;;;;;;1;02;4;04;4;2;1;21;2;103,22340
52;2023;3;48;9;1;1;13;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;1;5;0;1;132,99830
53;2023;3;48;1;6;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;228,70490
53;2023;3;48;1;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;248,77750
53;2023;3;48;1;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;248,77750
53;2023;3;48;1;6;3;08;1;:;N;N;4;1;;;S;6;2;S;08;51;S;2;05;9;04;4;2;;;1;324,11610
54;2023;3;48;9;1;1;11;1;:;N;S;4;1;1;4;S;4;2;N;;27;S;1;02;7;03;4;2;1;32;1;176,74660
54;2023;3;48;9;6;1;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;3;08;4;2;1;32;2;170,25880
55;2023;3;48;1;1;3;13;1;:;N;N;4;1;1;4;N;;;;;;;1;02;8;04;4;2;1;0;1;270,12750
55;2023;3;48;1;1;1;07;1;:;N;N;4;1;1;4;N;;;;;;;1;02;7;10;4;2;5;32;3;362,80700
55;2023;3;48;1;6;1;05;1;:;S;N;4;1;;;N;;;;;;;4;04;;;;;;;3;264,47200
55;2023;3;48;1;6;1;12;1;:;N;N;4;1;2;4;N;;;;;;;1;02;5;10;4;2;1;0;2;278,95440
56;2023;3;01;2;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;1;40;1;190,06230
57;2023;3;20;9;6;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;2;126,88960
57;2023;3;20;9;1;1;17;1;:;N;N;2;4;;;N;;;;;;;4;07;8;02;4;2;;;1;123,67590
58;2023;3;48;9;1;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;5;36;1;155,73050
58;2023;3;48;9;6;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;148,39560
58;2023;3;48;9;6;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;09;4;1;5;35;2;177,99750
59;2023;3;20;3;6;3;15;1;:;N;N;2;1;;;N;;;;;;;4;04;3;02;4;2;;;1;113,53060
59;2023;3;20;3;1;3;14;1;:;N;N;4;2;;;N;;;;;;;4;07;;;;;;;2;110,65530
60;2023;3;20;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;131,28150
60;2023;3;20;9;6;1;08;1;:;N;N;4;2;1;2;N;;;;;;;1;02;8;02;4;2;1;32;1;146,22540
61;2023;3;20;3;6;1;18;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;116,03500
62;2023;3;01;2;6;1;18;1;:;N;N;2;1;;;N;;;;;;;4;04;3;04;4;2;;;1;159,35350
63;2023;3;20;9;1;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;6;01;2;;;35;1;154,68990
63;2023;3;20;9;6;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;149,21740
63;2023;3;20;9;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;149,21740
64;2023;3;48;9;6;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;5;09;4;1;;;1;196,84600
65;2023;3;01;2;6;3;11;2;:;N;N;4;1;2;2;N;;;;;;;1;02;9;08;4;2;1;34;2;205,32280
65;2023;3;01;2;6;1;03;1;:;S;S;4;2;;;N;;;;;;;;;;;;;;;3;156,98630
65;2023;3;01;2;1;3;11;2;:;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;1;40;1;214,06220
66;2023;3;01;2;6;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;02;4;2;1;38;2;160,29810
66;2023;3;01;2;1;1;13;1;:;N;N;2;3;;;N;;;;;;;4;07;8;02;4;2;;;1;174,23320
66;2023;3;01;2;1;1;06;1;:;N;N;4;3;;;S;6;1;S;09;2;S;2;06;2;09;4;2;;;3;243,59800
67;2023;3;20;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;5;04;2;;;;1;230,85610
67;2023;3;20;9;1;1;10;1;:;N;N;4;1;;;S;6;2;S;07;1;S;2;05;5;04;4;2;;;3;153,82930
68;2023;3;20;3;1;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;8;02;4;2;;;1;201,46750
68;2023;3;20;3;6;2;13;1;:;N;N;4;1;;;S;6;2;S;01;7;N;4;04;5;04;4;2;;;2;140,71340
69;2023;3;48;9;6;2;18;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;202,71450
70;2023;3;48;9;1;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;04;4;2;1;40;1;218,23060
70;2023;3;48;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;189,97580
71;2023;3;48;9;6;1;10;1;:;N;S;4;1;1;4;N;;;;;;;1;02;2;09;4;2;5;28;2;211,72380
71;2023;3;48;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;216,37490
71;2023;3;48;9;1;1;10;1;:;N;S;4;1;1;2;N;;;;;;;1;02;3;09;4;1;1;38;1;227,06990
71;2023;3;48;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;216,37490
72;2023;3;48;9;6;1;18;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;105,09980
73;2023;3;01;2;1;1;09;1;:;N;N;4;1;1;4;N;;;;;;;1;02;8;02;4;2;1;0;1;224,59270
74;2023;3;20;9;6;2;13;1;:;N;N;4;1;2;3;N;;;;;;;1;02;9;08;4;2;1;0;1;143,37940
74;2023;3;20;9;1;1;04;1;:;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;142,15790
74;2023;3;20;9;1;1;11;1;:;N;N;4;2;1;2;N;;;;;;;1;02;7;02;4;2;1;40;2;147,07710
75;2023;3;01;9;6;3;14;1;:;N;N;4;1;1;4;N;;;;;;;1;02;9;02;4;2;1;0;2;31,10610
75;2023;3;01;9;1;2;14;1;:;N;N;2;4;;;N;;;;;;;4;07;7;03;4;2;;;1;30,77540
76;2023;3;48;9;6;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;1;198,10950
77;2023;3;01;2;1;1;11;1;:;N;N;4;1;1;3;N;;;;;;;1;02;3;06;1;;;0;1;228,05220
78;2023;3;01;2;6;2;17;1;:;N;N;4;3;;;N;;;;;;;4;07;9;04;4;2;;;1;377,95210
78;2023;3;01;2;6;1;13;1;:;N;N;2;1;;;N;;;;;;;4;04;5;04;4;2;;;3;186,74700
79;2023;3;20;9;1;3;11;2;:;N;N;4;1;2;5;N;;;;;;;1;02;3;10;4;2;2;0;1;179,21410
80;2023;3;48;9;6;1;14;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;03;4;2;1;40;2;94,99820
80;2023;3;48;9;1;2;14;1;:;N;N;2;2;;;N;;;;;;;4;07;7;03;2;;;;1;92,59500
81;2023;3;48;9;6;2;18;1;:;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;1;202,87840
82;2023;3;48;9;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;1;40;1;199,52630
82;2023;3;48;9;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;9;09;4;1;5;35;2;187,01890
83;2023;3;20;9;1;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;1;40;1;159,73870
83;2023;3;20;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;120,44740
83;2023;3;20;9;6;1;08;1;:;N;N;4;1;2;2;N;;;;;;;1;02;3;09;4;2;1;35;2;134,15810
84;2023;3;48;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;223,01400
84;2023;3;48;9;6;1;09;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;1;5;0;2;261,21720
84;2023;3;48;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;223,01400
84;2023;3;48;9;1;2;09;1;:;N;N;4;1;1;4;N;;;;;;;1;02;8;04;4;2;1;0;1;256,18250
85;2023;3;20;3;6;2;18;1;:;N;N;2;4;;;N;;;;;;;4;07;1;04;2;;;;2;118,15160
85;2023;3;20;3;1;1;18;1;:;N;N;2;4;;;N;;;;;;;4;07;1;03;4;2;;;1;115,15920
86;2023;3;48;9;6;1;16;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;74,70320
86;2023;3;48;9;1;1;16;1;:;N;N;2;2;2;2;N;;;;;;;1;03;1;04;1;;;10;2;72,81340
87;2023;3;20;3;6;3;13;1;:;N;N;4;1;2;2;N;;;;;;;1;02;9;10;4;2;5;15;3;120,79440
87;2023;3;20;3;6;3;18;1;:;N;N;4;2;;;N;;;;;;;4;07;3;04;2;;;;1;185,75370
88;2023;3;48;9;1;1;12;1;:;N;N;4;4;1;4;N;;;;;;;1;02;1;10;1;;;0;1;147,52470
89;2023;3;48;9;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;196,21850
89;2023;3;48;9;6;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;09;4;2;5;37;2;235,36010
89;2023;3;48;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;213,43980
89;2023;3;48;9;1;2;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;8;02;4;2;1;0;1;203,10920
90;2023;3;48;9;1;2;16;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;2;163,69030
90;2023;3;48;9;6;2;17;1;:;N;N;2;1;;;N;;;;;;;4;04;9;08;4;2;;;1;167,93880
91;2023;3;48;9;6;1;10;1;:;N;S;4;1;;;N;;;;;;;4;04;2;09;4;2;;;1;186,77540
91;2023;3;48;9;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;153,06640
92;2023;3;20;9;6;2;04;1;:;S;N;4;1;;;N;;;;;;;4;04;;;;;;;3;161,12460
92;2023;3;20;9;1;3;13;2;:;N;N;4;1;1;4;N;;;;;;;1;02;9;08;4;2;1;32;1;203,68570
93;2023;3;20;9;6;1;13;1;:;N;N;3;1;;;N;;;;;;;4;04;5;09;4;2;;;1;163,06690
94;2023;3;48;9;1;1;13;1;:;N;N;2;1;;;N;;;;;;;4;07;5;09;4;1;;;1;187,20510
94;2023;3;48;9;6;2;13;1;:;N;N;4;1;;;N;;;;;;;4;07;5;04;2;;;;2;186,07610
95;2023;3;01;9;1;1;17;1;:;N;N;2;1;;;N;;;;;;;4;04;;;;;;;1;29,27260
96;2023;3;48;9;6;3;07;2;:;N;N;4;1;2;4;N;;;;;;;1;02;4;08;4;2;1;28;1;409,23180
97;2023;3;01;2;6;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;2;152,41940
97;2023;3;01;2;1;1;14;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;08;2;;;0;1;150,79930
98;2023;3;48;9;6;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;5;09;4;2;;;1;306,29200
98;2023;3;48;9;1;1;08;1;:;N;N;4;2;1;4;N;;;;;;;1;02;7;02;4;2;5;32;3;236,24160
98;2023;3;48;9;1;2;13;1;:;N;N;4;1;2;5;N;;;;;;;1;02;7;02;4;2;5;0;2;287,36970
99;2023;3;20;3;6;1;12;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;2;1;0;1;152,35730
100;2023;3;48;1;6;1;12;1;:;N;N;4;2;;;N;;;;;;;4;07;5;10;4;2;;;1;244,33940
101;2023;3;48;9;1;1;08;1;:;N;N;4;1;1;2;S;4;1;S;04;18;S;1;02;3;03;4;2;1;40;1;225,79260
102;2023;3;20;3;1;1;02;2;:;S;;;;;;;;;;;;;;;;;;;;;3;189,01450
102;2023;3;20;3;1;1;03;2;:;S;;;;;;;;;;;;;;;;;;;;;3;189,01450
102;2023;3;20;3;6;3;09;2;:;N;N;4;1;;;N;;;;;;;4;04;9;08;4;2;;;2;196,46130
102;2023;3;20;3;1;3;01;2;:;S;;;;;;;;;;;;;;;;;;;;;3;189,01450
102;2023;3;20;3;1;3;09;2;:;N;N;4;1;;;N;;;;;;;4;04;9;08;4;2;;;1;337,39160
103;2023;3;48;9;1;2;13;1;:;N;N;2;1;;;N;;;;;;;4;04;7;03;4;2;;;1;230,38940
104;2023;3;48;9;6;1;11;1;:;N;N;4;1;1;3;N;;;;;;;1;02;9;09;4;1;1;0;2;231,16800
104;2023;3;48;9;6;1;03;1;:;S;N;4;1;;;N;;;;;;;;;;;;;;;3;238,43860
104;2023;3;48;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;218,26120
104;2023;3;48;9;1;1;12;1;:;N;N;4;1;1;4;N;;;;;;;1;02;7;05;4;2;1;0;1;246,62790
105;2023;3;48;1;6;1;12;1;:;N;S;4;1;1;2;N;;;;;;;1;02;4;06;4;1;1;35;1;227,68750
106;2023;3;20;9;6;1;10;1;:;N;N;4;2;1;2;N;;;;;;;1;02;4;04;4;2;1;40;1;132,92130
107;2023;3;01;2;6;3;10;2;:;N;N;4;1;;;S;6;2;S;04;81;S;2;05;5;10;4;2;;;4;157,11810
107;2023;3;01;2;6;3;11;2;:;N;S;4;1;;;N;;;;;;;4;04;9;01;4;2;;;1;262,37720
108;2023;3;01;9;1;2;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;6;01;2;;;35;4;32,82750
108;2023;3;01;9;1;2;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;9;02;4;2;1;40;1;39,20750
109;2023;3;48;1;6;1;07;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;1;1;0;1;228,25030
109;2023;3;48;1;1;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;164,38590
